sender,receiver,amount,ip,timestamp,status,isFraud
user17,6148316402,12680,153.143.157.118,2026-02-25 11:23:27,success,0
user48,9657518030,45577,163.243.147.37,2026-01-28 21:15:34,fraud,1
user12,6082033847,40797,168.27.38.117,2026-02-14 04:19:44,fraud,1
user17,8464830754,21789,243.231.124.249,2026-02-13 04:31:32,success,0
user50,8893349942,2143,22.145.82.201,2026-02-18 10:56:27,success,0
user27,6573236774,13984,59.12.216.105,2026-03-02 09:06:31,success,0
user37,7227360697,28834,86.188.22.176,2026-01-20 20:50:03,fraud,1
user32,6083180696,32055,174.18.25.242,2026-01-06 22:42:48,success,0
user3,6225604260,7691,2.169.93.188,2026-03-05 08:15:21,success,0
user13,8346261637,7686,197.82.7.160,2026-03-20 14:25:03,success,0
user50,7969713964,3939,76.232.20.178,2026-02-11 22:56:58,success,0
user47,9931832640,22023,45.251.177.147,2026-02-17 23:49:19,fraud,1
user44,9638360998,27892,46.163.138.56,2026-02-09 16:39:18,fraud,1
user25,9066420060,17070,18.111.205.214,2026-01-16 07:29:44,success,0
user23,8070790487,19679,49.211.223.119,2026-02-28 09:29:40,success,0
user7,9554703469,21299,177.163.61.49,2026-01-01 09:09:27,fraud,1
user9,8318102459,4071,72.234.107.244,2026-01-24 02:03:37,success,0
user6,6789992817,29614,173.71.183.205,2026-01-30 08:33:44,fraud,1
user22,9282237711,44503,176.229.78.199,2026-02-08 13:55:37,success,0
user41,9220533653,40592,47.205.170.238,2026-02-20 21:01:04,fraud,1
user32,8929664536,2867,21.49.172.10,2026-02-09 22:22:25,success,0
user29,7496199650,8779,42.34.135.197,2026-02-08 07:27:52,success,0
user24,6641071745,19029,76.148.145.1,2026-01-23 16:55:08,success,0
user27,8825818498,22434,32.209.134.134,2026-01-17 02:20:12,success,0
user17,7985335811,7329,237.85.192.129,2026-02-18 00:20:53,success,0
user11,9128936318,21506,110.59.104.251,2026-01-21 18:10:07,success,0
user50,8027375007,47311,141.74.3.104,2026-01-31 14:42:23,success,0
user28,8691107413,3682,92.168.242.9,2026-03-16 19:16:23,success,0
user31,9610809337,37030,96.114.21.169,2026-01-16 01:56:35,fraud,1
user36,7170978430,32431,4.198.147.194,2026-01-14 01:50:36,success,0
user13,9065873276,10740,9.79.87.56,2026-02-14 19:05:19,success,0
user49,9965630112,44773,132.125.18.42,2026-02-19 16:32:44,success,0
user45,9528757941,13924,66.144.65.137,2026-01-03 04:56:58,success,0
user9,8859371603,11422,73.139.138.3,2026-03-09 14:31:58,success,0
user50,6700107901,931,162.131.160.194,2026-01-29 12:15:56,success,0
user1,7727764530,2833,38.106.243.122,2026-01-23 13:55:38,success,0
user44,7589489760,5555,82.108.253.49,2026-03-11 04:19:08,success,0
user49,7675024556,13584,12.42.104.75,2026-02-06 03:02:49,success,0
user41,8786803741,39794,17.227.240.166,2026-01-28 12:09:12,fraud,1
user20,7302351970,31276,250.92.210.134,2026-01-09 04:17:06,success,0
user28,9636671056,21983,216.72.244.101,2026-02-12 23:54:35,success,0
user19,8774417500,19798,117.32.248.94,2026-01-25 18:11:19,fraud,1
user37,6019181908,42830,56.59.97.78,2026-01-14 15:11:50,success,0
user32,7920898395,26934,24.171.125.56,2026-01-22 02:38:57,fraud,1
user29,8699496853,534,212.42.181.1,2026-01-20 13:00:24,success,0
user38,7267092206,28536,18.252.176.183,2026-03-04 10:38:20,fraud,1
user30,8099378877,29192,236.8.159.31,2026-02-15 01:54:07,success,0
user17,7217808904,6667,221.76.193.128,2026-02-18 01:29:58,success,0
user17,6214575533,28971,218.188.167.233,2026-02-28 23:32:49,success,0
user16,8934593013,18975,190.180.62.148,2026-01-04 06:41:15,success,0
user16,9794612275,11513,228.1.92.115,2026-01-04 21:51:03,success,0
user3,9039281543,13141,65.10.171.171,2026-01-24 22:46:49,success,0
user7,6123311129,8125,94.38.83.208,2026-01-22 06:03:15,success,0
user44,6736991886,26972,166.74.79.209,2026-02-21 01:54:14,fraud,1
user1,8991188263,45132,249.140.107.168,2026-01-14 03:55:25,success,0
user32,6673511424,6174,64.88.29.142,2026-01-29 15:50:35,success,0
user18,8667968588,27153,27.57.39.156,2026-01-07 16:23:49,fraud,1
user20,7517504488,40589,106.243.191.193,2026-03-19 09:28:16,fraud,1
user25,6031132222,20671,158.135.52.27,2026-01-26 16:26:42,fraud,1
user19,9319990344,12659,88.3.159.84,2026-03-13 14:36:50,success,0
user30,7640547329,10196,128.119.120.117,2026-02-23 01:34:26,success,0
user26,6062283677,34630,31.96.172.72,2026-03-04 13:44:29,success,0
user50,6062085266,41840,186.151.75.171,2026-01-18 07:19:30,success,0
user7,9336902852,13032,77.78.176.170,2026-02-16 22:55:14,success,0
user40,7814366552,3079,243.140.107.223,2026-02-26 02:28:20,success,0
user45,9961775675,976,236.59.203.191,2026-02-05 13:29:33,success,0
user3,6775936638,20000,160.20.154.202,2026-01-14 10:24:05,fraud,1
user26,9013105611,41607,163.145.143.24,2026-01-24 09:42:12,fraud,1
user50,8249406003,45356,81.98.63.220,2026-03-10 10:51:55,success,0
user48,6432551946,31935,79.248.245.177,2026-02-26 16:29:56,fraud,1
user18,6199456477,38534,247.209.109.131,2026-03-18 18:41:19,fraud,1
user44,6284819988,44472,41.32.158.104,2026-01-16 02:47:13,success,0
user39,7346174073,16215,43.240.190.22,2026-02-08 17:02:46,success,0
user15,7993586577,16486,73.103.190.189,2026-03-05 01:45:21,success,0
user46,7033815489,19959,3.92.183.113,2026-03-21 18:33:57,success,0
user38,8028774161,23425,211.202.112.210,2026-01-27 22:30:47,success,0
user3,8353736623,37145,74.254.46.163,2026-03-20 16:58:15,fraud,1
user1,8654155901,5611,37.115.19.66,2026-03-19 04:47:09,success,0
user4,9189390883,41960,29.208.183.69,2026-02-01 18:57:48,success,0
user17,6294176878,46373,17.50.140.159,2026-03-19 15:57:30,fraud,1
user31,9643912980,18396,151.209.1.129,2026-03-17 14:32:05,fraud,1
user44,8136627236,49287,198.90.22.55,2026-03-05 11:01:50,fraud,1
user45,6134401358,22586,111.53.98.40,2026-03-05 08:09:29,fraud,1
user10,7127494594,1088,1.131.65.89,2026-03-13 12:00:03,success,0
user9,7376440288,10488,114.171.251.97,2026-01-27 13:09:43,success,0
user20,9100633975,24281,228.132.195.118,2026-01-06 18:12:24,fraud,1
user14,8800460991,49353,92.244.9.252,2026-01-27 08:37:43,fraud,1
user13,6287733956,23637,242.255.59.48,2026-03-14 22:45:41,fraud,1
user42,8318570383,2624,46.44.157.170,2026-01-27 02:41:30,success,0
user25,7494474130,19753,51.190.6.176,2026-01-15 17:24:48,success,0
user41,8362207789,36531,38.231.84.192,2026-03-20 14:08:17,fraud,1
user12,9177160653,43190,100.186.237.175,2026-02-02 23:22:43,fraud,1
user26,7612859394,41316,61.50.101.252,2026-02-02 22:13:52,success,0
user15,9631201896,46095,174.141.66.129,2026-03-04 08:07:22,success,0
user43,8274601718,21111,66.51.151.110,2026-03-16 18:20:56,fraud,1
user13,6215530414,8290,30.239.183.250,2026-02-14 06:21:57,success,0
user29,7442140167,37213,213.18.141.204,2026-02-17 05:22:36,fraud,1
user31,7517867186,27403,222.22.247.85,2026-03-07 01:54:30,fraud,1
user46,8531564923,11466,141.252.37.169,2026-02-20 10:47:06,success,0
user20,9554188823,38327,171.143.25.6,2026-02-02 20:41:22,success,0
user30,8809470717,2177,153.110.137.192,2026-02-25 15:06:57,success,0
user50,9216106889,16526,3.140.118.175,2026-02-23 08:20:03,success,0
user10,7596611343,47283,230.246.135.60,2026-01-01 14:05:29,success,0
user26,9232020158,27242,121.38.234.194,2026-03-02 22:10:58,success,0
user36,7211760300,18506,59.121.204.39,2026-01-12 06:48:51,fraud,1
user17,6405577744,16309,197.243.239.4,2026-01-19 03:02:15,fraud,1
user26,6995145413,6417,105.123.218.128,2026-01-25 12:00:18,success,0
user42,8504804896,5920,160.191.66.49,2026-01-25 00:26:25,success,0
user29,8916406768,24721,121.161.112.233,2026-01-28 07:03:01,success,0
user41,8662115012,45471,22.216.170.173,2026-02-11 12:28:29,fraud,1
user20,8631695560,17519,45.116.145.12,2026-03-09 17:29:08,success,0
user31,7934269132,29362,91.16.159.132,2026-01-11 17:57:49,success,0
user31,8983096110,15950,54.170.177.136,2026-02-21 04:32:19,fraud,1
user16,9827725772,10806,48.242.125.69,2026-01-20 14:21:14,success,0
user30,6677138606,37199,176.203.204.54,2026-02-09 05:30:53,fraud,1
user5,6539215088,26257,70.44.38.93,2026-01-26 19:05:25,fraud,1
user5,6853820513,19396,43.88.135.235,2026-01-01 03:49:36,success,0
user23,7074063502,16937,211.26.36.243,2026-02-15 09:30:55,fraud,1
user20,8850871075,48343,36.59.87.218,2026-03-09 01:27:34,fraud,1
user2,8335085526,25297,141.201.249.128,2026-02-02 01:47:38,success,0
user5,8888371459,25176,93.249.49.179,2026-03-21 19:05:31,fraud,1
user22,9254096329,47195,204.149.43.192,2026-01-10 15:14:24,success,0
user1,7873684537,19552,134.1.95.64,2026-03-05 06:11:20,success,0
user14,8239517542,17903,201.10.152.140,2026-03-21 09:12:13,fraud,1
user6,6566819007,32585,234.49.38.29,2026-01-24 21:14:02,fraud,1
user36,9848042064,45040,30.216.108.167,2026-02-16 04:21:33,success,0
user47,9270570232,26694,224.164.134.238,2026-01-11 01:16:49,fraud,1
user37,7558827905,21781,186.93.127.170,2026-01-13 21:41:47,fraud,1
user19,6736009677,20607,42.38.154.181,2026-02-22 17:47:24,fraud,1
user18,7890235581,22972,1.11.239.126,2026-01-19 07:04:01,fraud,1
user50,7390237498,46317,95.132.3.88,2026-03-17 14:17:36,success,0
user8,9213218975,15085,232.243.8.246,2026-02-11 04:43:25,success,0
user5,6678249580,32632,167.91.201.183,2026-01-04 18:00:59,fraud,1
user46,6702297558,44117,55.28.72.53,2026-01-15 21:13:49,fraud,1
user35,6167778788,29538,235.5.246.255,2026-02-08 11:23:20,fraud,1
user41,8148389306,2489,246.228.241.40,2026-03-12 00:00:41,success,0
user30,8480749834,21163,178.151.139.251,2026-03-12 21:08:14,success,0
user45,9703933650,19857,234.148.131.12,2026-01-31 04:39:38,fraud,1
user1,9188994192,25860,105.121.83.196,2026-03-20 10:39:05,fraud,1
user1,6084774149,48004,141.57.95.50,2026-02-10 09:21:14,success,0
user14,6296878483,28859,33.44.10.32,2026-02-25 10:07:25,fraud,1
user20,6162001993,17085,129.251.198.129,2026-02-24 03:41:38,success,0
user14,8676544187,13866,7.104.178.224,2026-02-04 18:32:22,success,0
user5,8190424046,17650,225.227.239.179,2026-03-01 00:55:33,fraud,1
user50,8064310348,31818,65.90.18.32,2026-02-06 15:51:07,success,0
user15,6535088172,1319,193.130.126.115,2026-02-24 14:06:28,success,0
user1,8568899468,41708,242.82.208.62,2026-03-15 11:44:33,success,0
user50,8830254864,18413,23.74.112.251,2026-03-01 18:07:05,success,0
user15,6499946030,43235,183.52.26.5,2026-01-25 02:10:06,success,0
user36,9442644298,3868,182.159.8.109,2026-03-08 05:11:07,success,0
user27,9233195198,17632,19.163.166.221,2026-02-12 05:19:51,fraud,1
user2,9310280427,25264,136.59.105.108,2026-02-04 07:11:24,fraud,1
user41,8652589465,36816,96.136.93.221,2026-01-03 20:37:34,success,0
user47,9202305438,35489,133.247.219.141,2026-02-24 07:51:44,success,0
user31,8703196859,12592,23.252.220.51,2026-01-02 22:44:19,success,0
user38,9653842817,15335,75.41.151.148,2026-01-25 08:48:47,success,0
user24,7725526998,43971,233.42.23.114,2026-02-27 09:47:33,success,0
user9,6002408733,8393,113.165.135.163,2026-01-26 13:49:00,success,0
user36,8079127386,11275,207.62.129.44,2026-01-14 00:25:06,success,0
user47,8940432752,36509,164.123.82.206,2026-02-18 03:41:40,success,0
user11,6544371161,28435,119.185.195.105,2026-03-01 00:18:31,fraud,1
user17,8858888402,3990,184.34.194.93,2026-01-27 22:10:45,success,0
user23,7736645681,20088,81.219.72.192,2026-02-04 16:20:52,success,0
user2,6802807954,16946,225.157.58.236,2026-01-02 21:38:25,fraud,1
user23,9460261929,36848,132.65.245.165,2026-01-10 15:44:28,success,0
user4,7167537459,30993,1.102.193.124,2026-02-09 19:45:19,fraud,1
user46,9570644788,15260,219.221.26.180,2026-01-09 09:57:59,fraud,1
user6,9861837744,3971,51.94.20.72,2026-03-20 15:33:44,success,0
user10,9146490879,39313,230.135.129.143,2026-03-13 17:29:35,success,0
user47,8750920126,39962,176.75.2.16,2026-01-24 06:06:47,fraud,1
user12,7949554335,32294,228.13.65.36,2026-02-05 07:43:54,fraud,1
user38,7949941073,576,166.13.187.194,2026-02-09 10:53:39,success,0
user13,9644223970,8536,165.130.167.202,2026-03-18 16:23:53,success,0
user20,6999314266,28810,156.54.6.32,2026-02-02 14:37:09,success,0
user7,8417587676,32511,62.169.39.160,2026-01-29 00:45:06,fraud,1
user48,7224167253,38984,185.18.148.244,2026-01-19 14:44:57,success,0
user44,6403161451,26169,98.4.179.93,2026-02-16 09:32:37,success,0
user32,9866994388,31981,54.208.79.226,2026-02-11 19:12:26,fraud,1
user47,6141650003,30079,36.141.24.221,2026-02-04 11:03:35,success,0
user8,9149560153,25666,102.254.8.53,2026-02-15 09:25:10,success,0
user42,7473251527,49510,247.220.115.182,2026-02-06 13:20:56,fraud,1
user38,6867128166,26163,176.172.172.39,2026-03-04 04:41:50,success,0
user3,8458855630,6979,232.249.202.222,2026-02-13 10:12:59,success,0
user4,8504669185,4101,239.174.77.221,2026-02-24 12:13:51,success,0
user24,8688009317,10998,93.163.202.9,2026-02-15 17:44:42,success,0
user19,8018490792,35618,33.176.233.36,2026-01-07 11:28:38,success,0
user47,6212757161,15052,85.223.242.36,2026-01-16 15:59:57,success,0
user6,8989668704,16058,255.87.188.171,2026-01-02 20:24:51,success,0
user11,9600306896,1366,136.222.32.86,2026-01-06 14:02:30,success,0
user16,6483780248,30735,148.250.105.99,2026-02-27 21:56:32,fraud,1
user21,6673700477,32923,63.243.83.105,2026-03-06 06:50:54,success,0
user23,8008727721,2367,138.133.221.6,2026-02-04 03:50:30,success,0
user25,8436226119,22331,176.154.221.111,2026-03-05 03:31:41,fraud,1
user28,9952493129,22293,69.63.185.58,2026-02-22 02:47:04,fraud,1
user15,6137071220,19377,70.175.18.166,2026-03-06 10:35:46,success,0
user42,7478098942,32160,247.136.130.222,2026-01-23 07:52:16,success,0
user49,9146718427,8445,255.135.173.145,2026-03-19 04:52:10,success,0
user49,8666619905,7343,251.28.96.38,2026-01-22 16:22:04,success,0
user25,7724128499,32169,151.135.50.37,2026-01-14 00:29:11,success,0
user26,6425784281,8884,200.129.110.141,2026-01-29 06:48:07,success,0
user4,6880186943,9524,132.255.239.175,2026-02-11 05:30:10,success,0
user31,7947672578,40190,17.173.64.66,2026-03-17 14:51:04,fraud,1
user17,7179645755,39018,113.15.229.222,2026-01-02 11:42:07,fraud,1
user39,9002079318,43719,217.242.112.12,2026-03-10 04:15:23,fraud,1
user34,6180163573,39299,85.155.192.204,2026-01-01 09:38:18,fraud,1
user12,8648236930,49194,26.166.79.229,2026-02-23 05:51:01,success,0
user18,7918880753,37348,76.22.150.48,2026-01-28 07:30:02,success,0
user42,9624726841,16626,27.177.207.63,2026-03-21 17:32:28,fraud,1
user43,8424230442,20362,122.97.97.255,2026-03-13 16:13:30,fraud,1
user29,8346314867,22767,64.17.139.41,2026-01-13 08:45:26,success,0
user15,6332544993,43590,2.109.106.224,2026-02-24 22:13:23,success,0
user2,7374456197,49994,102.105.227.112,2026-03-09 22:09:26,fraud,1
user40,9046745473,28917,205.16.223.2,2026-03-09 19:21:37,success,0
user45,7513654865,16616,228.133.241.51,2026-01-12 16:12:05,success,0
user25,6670121589,4133,206.22.126.195,2026-02-17 00:50:32,success,0
user42,7431074879,45118,100.1.173.48,2026-03-05 04:28:07,success,0
user13,9004024493,13251,162.127.157.41,2026-01-06 09:47:01,success,0
user22,9947076398,32601,53.251.249.55,2026-01-10 19:25:48,fraud,1
user13,6079388845,2669,169.49.13.155,2026-01-25 11:43:59,success,0
user9,8055869600,2974,24.70.35.64,2026-01-23 18:27:01,success,0
user40,9567069907,45433,53.98.18.128,2026-01-14 09:20:25,fraud,1
user25,7012547706,25429,202.206.141.75,2026-03-01 07:00:58,fraud,1
user18,7169165299,32166,226.186.229.128,2026-02-08 15:53:01,fraud,1
user42,7326568178,1848,8.166.79.37,2026-03-14 05:35:53,success,0
user4,6121905683,38719,58.55.48.173,2026-02-22 06:50:11,fraud,1
user40,6810390734,19717,176.183.146.25,2026-01-02 04:29:27,success,0
user26,7013963585,10286,255.33.39.26,2026-01-05 16:21:34,success,0
user36,6040887719,26075,110.90.227.59,2026-01-08 00:38:30,fraud,1
user10,9776160219,14879,84.100.215.77,2026-01-26 09:05:13,success,0
user50,8628429290,32122,145.77.148.229,2026-01-25 14:58:02,fraud,1
user12,9632315925,609,182.193.233.88,2026-02-25 09:34:29,success,0
user28,8162323179,23837,183.7.154.143,2026-01-15 18:15:31,fraud,1
user21,6703190375,13332,55.19.3.79,2026-02-12 06:29:17,success,0
user34,8527622261,26159,47.251.20.206,2026-02-18 05:23:57,success,0
user39,8070209573,16564,69.228.26.249,2026-02-11 03:19:01,fraud,1
user4,8097579886,41560,149.251.33.174,2026-03-11 07:39:38,fraud,1
user8,6943598396,17085,129.93.230.91,2026-03-04 21:54:17,success,0
user16,6647085995,18532,153.199.147.168,2026-03-15 10:50:07,success,0
user21,9485923362,49021,74.162.247.252,2026-03-21 12:44:00,success,0
user29,7907727626,30806,229.109.75.83,2026-02-13 09:05:52,success,0
user50,9693139395,25117,21.140.189.46,2026-02-02 21:12:33,fraud,1
user22,8148705164,24662,31.41.38.208,2026-03-18 02:10:22,success,0
user12,7702303799,18235,255.71.212.163,2026-02-05 11:55:05,success,0
user16,9232724638,33399,31.230.133.191,2026-03-16 06:08:31,fraud,1
user45,9301746037,27452,37.216.164.30,2026-01-22 08:38:51,success,0
user50,8573574963,39058,40.131.55.82,2026-01-15 14:07:30,fraud,1
user49,7558011498,45832,47.139.105.54,2026-01-04 20:04:25,success,0
user12,6775823080,11042,158.54.123.184,2026-01-14 10:03:57,success,0
user36,7323193459,41847,180.66.31.132,2026-01-08 18:59:55,fraud,1
user42,8177460409,46977,52.94.250.236,2026-03-09 14:42:14,success,0
user2,9534098864,12546,46.124.97.56,2026-03-14 10:24:54,success,0
user17,7745233834,9983,200.120.255.173,2026-01-12 16:00:25,success,0
user22,7263662804,26347,3.235.215.66,2026-02-08 15:03:07,fraud,1
user46,7758466241,31999,1.15.53.225,2026-02-06 22:08:31,fraud,1
user29,9722063395,40562,225.203.248.39,2026-02-23 23:08:29,success,0
user50,7486680020,4482,35.210.7.74,2026-01-18 02:30:42,success,0
user7,8618778049,14488,99.150.172.208,2026-01-28 23:08:33,success,0
user39,7497769913,45641,122.96.212.66,2026-01-12 19:18:26,success,0
user24,9352634447,39720,174.106.3.113,2026-02-13 16:53:52,success,0
user25,6741539111,23424,85.100.28.97,2026-03-18 18:30:29,success,0
user13,6655149732,30757,238.29.29.99,2026-02-22 08:45:48,fraud,1
user24,8245395036,21190,138.112.213.194,2026-02-16 07:26:29,fraud,1
user33,7090150648,32319,39.131.86.56,2026-01-24 04:23:55,success,0
user32,7385146769,44586,207.77.49.24,2026-01-24 22:15:28,success,0
user48,9749015224,31677,10.112.235.3,2026-01-02 04:54:07,success,0
user32,7780408379,9766,78.107.193.251,2026-03-14 23:26:56,success,0
user47,9589956321,45507,164.68.87.22,2026-03-20 04:59:09,success,0
user35,9916856763,47547,168.150.85.89,2026-01-22 13:56:58,success,0
user10,8446688608,46553,166.184.104.34,2026-01-25 15:17:43,success,0
user16,8584416521,18854,77.174.236.22,2026-02-12 04:21:15,fraud,1
user3,8404616586,47992,248.161.145.208,2026-01-06 08:59:22,success,0
user44,6780895764,42527,118.216.13.187,2026-02-04 15:04:14,fraud,1
user25,8116145192,42203,82.146.89.46,2026-03-03 11:22:19,success,0
user22,6227209543,34088,227.36.239.40,2026-02-10 15:34:19,success,0
user47,9593159126,3056,60.31.83.15,2026-02-10 20:29:17,success,0
user44,8989775430,2599,85.189.37.31,2026-02-05 08:41:25,success,0
user25,8238797649,1245,126.9.138.231,2026-01-12 08:16:05,success,0
user9,9317460988,19946,86.209.21.172,2026-02-17 19:16:18,fraud,1
user17,6696045339,10805,131.222.159.157,2026-03-15 09:25:11,success,0
user15,8911968591,23197,124.35.189.23,2026-03-01 11:41:04,fraud,1
user25,9446915144,43721,251.151.123.43,2026-01-07 17:45:03,fraud,1
user13,6296957278,39888,113.138.150.147,2026-03-17 18:31:13,success,0
user35,6267540505,18278,70.116.64.74,2026-01-11 16:12:54,success,0
user41,6736275565,11315,50.184.86.164,2026-03-17 03:37:28,success,0
user25,6698413807,45397,185.44.251.97,2026-02-25 22:50:53,fraud,1
user19,7532369543,487,22.163.64.108,2026-01-05 21:01:08,success,0
user38,8722219989,42153,146.109.128.247,2026-01-03 05:16:46,success,0
user6,6430872494,12129,61.101.198.217,2026-03-01 10:15:35,success,0
user21,9202255723,38288,127.25.139.196,2026-02-28 18:17:21,fraud,1
user12,7801021175,352,155.34.103.5,2026-01-24 11:54:26,success,0
user10,7565263988,39508,201.180.41.145,2026-02-17 14:47:32,fraud,1
user41,9899116991,24039,36.184.179.230,2026-03-11 16:42:25,fraud,1
user12,6750219287,49042,25.120.154.147,2026-02-28 06:39:27,success,0
user38,6815348474,48313,187.182.139.45,2026-01-06 12:38:11,fraud,1
user16,7556314898,29851,65.101.149.244,2026-03-03 06:03:26,fraud,1
user44,9967323602,20980,48.123.178.151,2026-02-28 08:33:57,fraud,1
user37,8720742988,18829,107.59.188.180,2026-01-08 11:40:44,fraud,1
user35,7207329454,43175,35.51.157.249,2026-02-23 09:14:31,fraud,1
user23,8895203973,29079,226.42.4.79,2026-01-06 04:38:17,fraud,1
user46,7420651094,44741,231.252.60.73,2026-03-02 10:34:31,success,0
user33,6246166904,9950,235.125.214.210,2026-03-04 06:58:38,success,0
user23,9346978009,26277,27.233.40.85,2026-03-06 13:34:08,success,0
user20,7084516686,14716,47.144.16.118,2026-03-18 13:38:05,success,0
user15,7784231036,26556,75.123.71.217,2026-01-21 19:27:36,fraud,1
user43,9850218076,14273,21.217.213.255,2026-02-04 22:34:40,success,0
user24,9453451435,35067,54.214.138.134,2026-01-20 19:50:42,success,0
user12,7656601890,14741,53.26.163.108,2026-01-16 01:38:49,success,0
user27,6116764668,19590,1.216.162.187,2026-01-24 03:07:59,success,0
user12,8914484473,12215,27.252.130.18,2026-02-22 08:29:48,success,0
user23,6699314180,49065,154.183.248.48,2026-02-07 02:35:35,fraud,1
user13,7517847563,10004,128.122.221.234,2026-02-03 03:43:07,success,0
user35,7045892704,40304,167.63.101.207,2026-02-12 15:09:02,success,0
user41,9767186514,11994,103.22.59.162,2026-01-09 00:19:01,success,0
user11,9240087854,7323,236.11.116.99,2026-01-11 14:26:06,success,0
user26,8203252557,35526,26.215.127.5,2026-02-07 17:17:02,success,0
user43,7277121259,18633,199.235.19.80,2026-02-03 00:09:00,success,0
user48,8270407574,20600,115.65.28.97,2026-02-20 23:05:18,fraud,1
user25,6242615060,19913,187.136.191.150,2026-01-25 04:14:31,success,0
user38,9549844164,4653,60.74.6.166,2026-01-02 15:39:44,success,0
user21,6329379232,5846,136.231.26.187,2026-03-19 21:35:26,success,0
user17,9200765363,31943,114.190.206.11,2026-01-24 19:02:49,success,0
user45,9635267414,17882,66.124.146.150,2026-01-11 22:25:14,fraud,1
user20,6038850520,16071,117.138.191.118,2026-01-10 03:02:37,fraud,1
user41,7043869886,29220,2.25.250.122,2026-03-04 14:44:52,success,0
user4,9552557791,38474,248.160.84.113,2026-03-15 23:39:13,success,0
user11,8167239169,30444,62.163.206.242,2026-01-29 23:43:18,success,0
user38,7519773949,21609,231.101.72.66,2026-01-12 06:41:51,fraud,1
user36,8668881335,2021,52.31.138.221,2026-01-01 07:34:17,success,0
user36,8748959042,39462,139.167.145.79,2026-02-28 23:35:44,success,0
user25,8788414387,7953,38.114.29.232,2026-02-02 00:27:40,success,0
user13,7847206281,47813,105.173.2.39,2026-03-12 17:36:17,fraud,1
user20,9056871584,33181,104.40.193.128,2026-02-06 11:57:28,success,0
user13,7430999710,8457,74.39.212.179,2026-02-25 20:48:31,success,0
user33,8049921332,14442,144.64.63.234,2026-02-05 16:49:38,success,0
user36,7271488978,31292,250.152.51.171,2026-02-13 16:17:10,success,0
user9,6108071159,43691,118.121.26.131,2026-01-05 23:24:27,fraud,1
user20,9113705506,7172,98.100.30.121,2026-01-19 04:17:38,success,0
user12,6048602217,15331,154.167.243.94,2026-02-01 09:26:11,success,0
user18,7760950515,34733,80.50.245.44,2026-03-02 11:46:47,fraud,1
user9,6923880420,6771,91.125.70.191,2026-01-08 22:16:34,success,0
user38,6149037559,30517,218.28.44.96,2026-01-11 03:12:16,fraud,1
user49,7263396578,42449,170.157.134.29,2026-03-04 07:43:25,success,0
user23,9437071080,30669,4.64.109.217,2026-01-08 17:10:12,fraud,1
user40,9508054051,10997,117.42.57.206,2026-01-07 13:34:01,success,0
user39,6485412901,5011,78.173.123.224,2026-01-24 17:37:51,success,0
user6,8881199302,18401,142.210.238.254,2026-01-10 19:33:47,fraud,1
user27,8291129565,43965,165.29.67.102,2026-01-19 05:07:32,success,0
user31,6889074029,13191,249.113.102.173,2026-02-24 11:54:57,success,0
user28,8798368212,8646,252.116.152.1,2026-02-20 03:09:17,success,0
user16,8294239858,35948,232.54.26.14,2026-03-07 23:16:24,success,0
user29,9349075303,11120,92.155.21.161,2026-02-12 21:05:00,success,0
user27,8068796852,25578,189.168.249.1,2026-01-09 09:41:32,success,0
user17,8167740115,38,32.239.219.244,2026-02-06 06:40:30,success,0
user24,8444637004,26408,203.110.38.100,2026-02-12 07:43:14,success,0
user7,6245661067,37564,169.157.212.21,2026-02-20 22:13:13,success,0
user18,8225657756,1007,193.87.218.128,2026-01-14 03:10:44,success,0
user41,7539123512,22799,211.197.10.87,2026-01-05 20:14:33,fraud,1
user10,6677277614,23517,226.159.216.24,2026-02-21 19:06:02,fraud,1
user23,6216798191,4439,229.103.60.189,2026-01-07 22:43:10,success,0
user38,6834714000,32924,183.78.178.165,2026-03-13 11:55:36,fraud,1
user41,6935201966,31573,252.229.122.150,2026-01-03 08:30:49,success,0
user43,8112660398,21838,110.142.131.242,2026-02-18 14:27:17,success,0
user42,9780060610,14760,27.193.139.5,2026-01-18 14:16:10,success,0
user18,9168157467,12491,29.171.169.21,2026-01-21 16:41:09,success,0
user13,8166703607,43755,255.236.30.213,2026-03-04 00:50:14,success,0
user29,7849186450,48749,130.88.115.97,2026-02-01 15:09:25,fraud,1
user42,8763548525,4571,29.168.60.117,2026-02-18 12:06:00,success,0
user5,8453505620,2817,158.209.220.172,2026-01-21 07:59:58,success,0
user30,9450486720,19230,137.149.98.126,2026-01-19 10:31:31,success,0
user18,8597814626,20162,243.129.51.172,2026-02-28 17:15:44,success,0
user36,6439997434,18232,100.226.141.194,2026-02-01 15:23:17,fraud,1
user3,8215898330,5839,218.109.140.211,2026-02-12 20:45:01,success,0
user25,9825033838,38464,44.179.182.89,2026-02-06 10:09:41,fraud,1
user13,7982171415,43169,191.80.211.247,2026-01-04 02:30:33,fraud,1
user36,6550781706,28901,124.173.168.133,2026-02-15 00:22:59,success,0
user46,7858663135,6900,19.70.160.112,2026-01-24 01:16:08,success,0
user1,9185917785,34782,35.112.249.145,2026-03-01 20:01:08,fraud,1
user18,8466256754,38098,60.76.15.106,2026-01-08 20:17:13,success,0
user30,7316330819,9533,213.243.77.65,2026-02-11 13:56:19,success,0
user35,6835565768,36750,91.191.120.109,2026-03-08 02:57:45,success,0
user2,6528723712,35579,196.75.107.21,2026-03-17 08:44:52,success,0
